,Unnamed: 0,pid,hid,cid,syear,jl0058,jl0059_h,jl0061,jl0062,jl0063,jl0064,jl0065,jl0066,jl0067,jl0068,jl0069,jl0070,jl0071,jl0072,jl0073,jl0074,jl0105_h,jl0125_v3,jl0127_h,jl0139,jl0140,jl0141,jl0142,jl0143,jl0144,jl0145,jl0146,jl0151,jl0164,jl0176_h,jl0218,jl0219,jl0233,jl0272,trust,rely_none,distrust_stranger,jl0367,jl0371,jl0376,jl0379,jl0388,jl0392,sex,gebjahr,psample,migback,State,bet3year,fsedu,msedu,fprofedu,mprofedu,freli,mreli,fegp88,living1,mprofstat,Age,Gymnasium,year_hgsch_entry,Treat,rely_someone,trust_stranger,trust_var,std_trust_var,std_trust
30,30,19205,1929.0,1929,2009.0,[1] Taeglich,[4] Seltener,[2] Jede Woche,[5] Nie,[1] Taeglich,[3] Jeden Monat,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,178.0,1992.0,[4] Auf dem Land,5,2,2,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[2] 2 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1992.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,2004.0,[4] Abitur,[3] Fachoberschule,"[32] Hochsch.,Universit.","[27] FS,Techn.-o.Meisters",[1] Katholisch,[1] Katholisch,[11] (IVc) Self-Employed Farmers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2004.0,1,6,6,17,1.3747281259982012,0.4521773154559709
31,31,19206,1929.0,1929,2015.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[1] Taeglich,[4] Seltener,[4] Seltener,[4] Seltener,[3] Jeden Monat,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[4] Seltener,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[2] Die meisten,[2] gut,184.0,1998.0,[4] Auf dem Land,5,1,3,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1998.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,2008.0,[4] Abitur,[3] Fachoberschule,"[32] Hochsch.,Universit.","[27] FS,Techn.-o.Meisters",[1] Katholisch,[1] Katholisch,[11] (IVc) Self-Employed Farmers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2008.0,1,7,5,17,1.3747281259982012,0.4521773154559709
49,49,883103,88315.0,2429,2011.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,169.0,1994.0,[2] Mittelgrosse Stadt,4,3,7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[3] Nicht so stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[2] weiblich,1994.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,2005.0,[4] Abitur,[1] Hauptschule,"[32] Hochsch.,Universit.",[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2005.0,1,5,1,10,-0.7229105820235925,-0.2594030460355856
52,52,880703,88072.0,2747,2013.0,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[2] Jede Woche,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,183.0,1996.0,[4] Auf dem Land,3,1,7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[1] Sehr stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2006.0,[3] Fachoberschule,[3] Fachoberschule,"[27] FS,Techn.-o.Meisters",[28] Beamtenausbildung,[6] konfessionslos,[6] konfessionslos,[1] (I) Higher Managerial and Professional Workers,15.0,[620] Mittlerer Dienst,17.0,1,2006.0,0,7,1,11,-0.4232479094490505,-0.9709834075271422
56,56,29404,2941.0,2941,2009.0,[2] Jede Woche,[4] Seltener,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[3] Jeden Monat,[4] Seltener,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[1] bei Schuelerzeitung,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[6] Niemand/Außer mir niemand,[2] gut,175.0,1992.0,[3] Kleinstadt,4,2,6,[-1] keine Angabe,[-1] keine Angabe,[-1] keine Angabe,[-1] keine Angabe,[3] Nicht so stark,[-1] keine Angabe,[2] weiblich,1992.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2003.0,[2] Realschule,[2] Realschule,[24] Gewerbl.o.Lw.Lehre,"[25] Kaufm.L.,Bfs,Handels",[1] Katholisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2003.0,0,6,2,12,-0.12358523687450856,-0.2594030460355856
59,59,945803,122840.0,3204,2012.0,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[4] Seltener,[4] Seltener,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[2] Die meisten,[1] sehr gut,173.0,1995.0,[2] Mittelgrosse Stadt,3,3,7,[4] 4 auf Skala 1-7,[2] 2 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1995.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,2006.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.",[28] Beamtenausbildung,[1] Katholisch,[6] konfessionslos,[4] (IIIb) Routine Service and Sales Work,1.0,[13] Rentner,17.0,1,2006.0,1,5,1,9,-1.0225732545981345,-0.9709834075271422
73,73,41605,4162.0,4162,2006.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[3] Jeden Monat,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,161.0,1989.0,[-1] keine Angabe,4,3,5,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1989.0,[1] A 1984 Ausgangs-Sample (West),[3] indirekter Migrationshintergrund,[5] Nordrhein-Westfalen,1999.0,[4] Abitur,[4] Abitur,[24] Gewerbl.o.Lw.Lehre,[10] Keine abg.Ausbildung,[1] Katholisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[10] nicht erw.taetig,17.0,1,1999.0,0,5,3,12,-0.12358523687450856,-0.2594030460355856
77,77,821803,82180.0,4472,2013.0,[1] Taeglich,[4] Seltener,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[1] Taeglich,[4] Seltener,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,172.0,1996.0,[3] Kleinstadt,3,5,5,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1996.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2006.0,[4] Abitur,[4] Abitur,"[30] FHS,Ingeniuerschule",[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[6] konfessionslos,[1] (I) Higher Managerial and Professional Workers,15.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2006.0,0,3,3,9,-1.0225732545981345,-0.9709834075271422
79,79,46703,109576.0,4677,2010.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[1] sehr gut,173.0,1993.0,[1] Grosstadt,5,1,3,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[2] 2 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] Stark,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1993.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[2] Hamburg,2003.0,[4] Abitur,[4] Abitur,"[32] Hochsch.,Universit.",[28] Beamtenausbildung,[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,5.0,[630] Gehobener Dienst,17.0,1,2003.0,1,7,5,17,1.3747281259982012,0.4521773154559709
80,80,600803,60089.0,4731,2014.0,[2] Jede Woche,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[4] Seltener,[4] Seltener,[3] Jeden Monat,[5] Nie,[1] Taeglich,[4] Seltener,[2] Jede Woche,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,172.0,1997.0,[2] Mittelgrosse Stadt,4,4,6,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[3] 3 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1997.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2007.0,[1] Hauptschule,[2] Realschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[6] konfessionslos,[6] konfessionslos,[2] (II) Lower Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2007.0,0,4,2,10,-0.7229105820235925,-0.2594030460355856
84,84,604203,60429.0,4944,2008.0,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[2] Jede Woche,[3] Jeden Monat,[1] Taeglich,[2] Jede Woche,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,172.0,1991.0,[4] Auf dem Land,5,4,6,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[6] 6 auf Skala 1-7,[2] Stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[1] maennlich,1991.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[4] Abitur,[4] Abitur,"[30] FHS,Ingeniuerschule","[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[6] (IVb) Small Self-Employed without Employees,15.0,[640] Hoeherer Dienst,17.0,1,2001.0,0,4,2,11,-0.4232479094490505,0.4521773154559709
85,85,604204,60429.0,4944,2011.0,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[2] Jede Woche,[1] Taeglich,[1] Taeglich,[5] Nie,[1] Taeglich,[1] Taeglich,[5] Nie,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[4] Etwa ein Viertel,[3] zufriedenstellend,194.0,1994.0,[3] Kleinstadt,2,6,7,[2] 2 auf Skala 1-7,[4] 4 auf Skala 1-7,[6] 6 auf Skala 1-7,[-1] keine Angabe,[3] Nicht so stark,[9] 9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1994.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,-2.0,[4] Abitur,[4] Abitur,"[30] FHS,Ingeniuerschule","[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[6] (IVb) Small Self-Employed without Employees,15.0,[640] Hoeherer Dienst,17.0,1,2004.0,1,2,1,5,-2.2212239448963023,-1.6825637690186985
87,87,51204,5126.0,5126,2006.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[1] Taeglich,[4] Seltener,[2] Jede Woche,[5] Nie,[1] Taeglich,[5] Nie,[5] Nie,[2] Jede Woche,[1] Taeglich,[5] Nie,[5] Nie,[5] Nie,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[4] keine Empfehlung,[2] Nein,[4] Etwa ein Viertel,[2] gut,164.0,1989.0,[1] Grosstadt,6,4,4,"[1] 1 Trifft ueberhaupt nicht zu, (Skala 1-7)",[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] Ueberhaupt nicht,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1989.0,[1] A 1984 Ausgangs-Sample (West),[3] indirekter Migrationshintergrund,[3] Niedersachsen,1998.0,[1] Hauptschule,[4] Abitur,[20] beruflicheAusbildung,"[27] FS,Techn.-o.Meisters",[2] Evangelisch,[6] konfessionslos,[2] (II) Lower Managerial and Professional Workers,0.0,[530] mit qualifizierter Taetigkeit,17.0,1,1998.0,0,4,4,14,0.47574010827457536,1.1637576769475273
90,90,1056303,105635.0,5215,2014.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[2] Jede Woche,[1] Taeglich,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[1] Taeglich,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[2] Realschulempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,185.0,1997.0,[4] Auf dem Land,5,1,3,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1997.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2007.0,[3] Fachoberschule,[4] Abitur,[28] Beamtenausbildung,[28] Beamtenausbildung,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[630] Gehobener Dienst,17.0,1,2007.0,0,7,5,17,1.3747281259982012,0.4521773154559709
91,91,1056304,105635.0,5215,2017.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[3] Jeden Monat,[1] Taeglich,[5] Nie,[5] Nie,[3] Jeden Monat,[4] Seltener,[2] Jede Woche,[-1] keine Angabe,[5] Nie,[-1] keine Angabe,[4] Seltener,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Theatergruppe/Tanzgruppe,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[1] Alle,[1] sehr gut,182.0,2000.0,[4] Auf dem Land,6,2,5,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] Stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[2] weiblich,2000.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[1] Schleswig-Holstein,2010.0,[3] Fachoberschule,[4] Abitur,[28] Beamtenausbildung,[28] Beamtenausbildung,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[630] Gehobener Dienst,17.0,1,2010.0,1,6,3,15,0.7754027808491173,1.1637576769475273
98,98,604304,60437.0,5649,2008.0,[1] Taeglich,[5] Nie,[1] Taeglich,[5] Nie,[2] Jede Woche,[5] Nie,[5] Nie,[4] Seltener,[2] Jede Woche,[5] Nie,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[5] Nie,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,170.0,1991.0,[4] Auf dem Land,5,2,2,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[4] 4 auf Skala 1-7,[3] 3 auf Skala 1-7,[4] Ueberhaupt nicht,[8] 8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1991.0,[1] A 1984 Ausgangs-Sample (West),[3] indirekter Migrationshintergrund,[3] Niedersachsen,2004.0,[2] Realschule,[2] Realschule,[28] Beamtenausbildung,"[25] Kaufm.L.,Bfs,Handels",[2] Evangelisch,[6] konfessionslos,[4] (IIIb) Routine Service and Sales Work,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2004.0,1,6,6,17,1.3747281259982012,0.4521773154559709
103,103,1139303,113930.0,5720,2018.0,[1] Taeglich,[3] Jeden Monat,[1] Taeglich,[2] Jede Woche,[2] Jede Woche,[5] Nie,[5] Nie,[2] Jede Woche,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[2] Jede Woche,[5] Nie,[3] Jeden Monat,[4] Seltener,[1] Ja,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[-2] trifft nicht zu,[1] in anderer AG,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[1] sehr gut,180.0,2001.0,[4] Auf dem Land,6,3,5,[6] 6 auf Skala 1-7,[5] 5 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] 2 auf Skala 1-7,[2] Stark,[10] 10 Zufrieden: Skala 0-Niedrig bis 10-Hoc,[2] weiblich,2001.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,2011.0,[1] Hauptschule,[2] Realschule,[24] Gewerbl.o.Lw.Lehre,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[1] (I) Higher Managerial and Professional Workers,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2011.0,1,5,3,14,0.47574010827457536,1.1637576769475273
107,107,883504,88358.0,5967,2013.0,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[5] Nie,[2] Jede Woche,[4] Seltener,[3] Jeden Monat,[4] Seltener,[2] Jede Woche,[2] Jede Woche,[1] Taeglich,[3] Jeden Monat,[2] Jede Woche,[3] Jeden Monat,[4] Seltener,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[1] als KlassensprecherIn,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in freiwilliger AG,[-2] trifft nicht zu,[-2] trifft nicht zu,[3] Gymnasialempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,178.0,1996.0,[4] Auf dem Land,2,5,7,[4] 4 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] 3 auf Skala 1-7,[5] 5 auf Skala 1-7,[3] Nicht so stark,[7] 7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[1] maennlich,1996.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[3] Niedersachsen,2007.0,[2] Realschule,[2] Realschule,[20] beruflicheAusbildung,[24] Gewerbl.o.Lw.Lehre,[2] Evangelisch,[2] Evangelisch,[2] (II) Lower Managerial and Professional Workers,15.0,[521] einf.Taetigkt o.Ausb.abschluss;ab 1991,17.0,1,2007.0,1,3,1,6,-1.9215612723217603,-1.6825637690186985
120,120,701803,70181.0,6823,2007.0,[1] Taeglich,[4] Seltener,[1] Taeglich,[4] Seltener,[1] Taeglich,[3] Jeden Monat,[5] Nie,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[1] Taeglich,[5] Nie,[3] Jeden Monat,[5] Nie,[2] Nein,[1] Ja,[3] Ja Gymnasium,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[-2] trifft nicht zu,[1] in Chor/Orchester,[1] in freiwilliger AG,[1] in anderer AG,[-2] trifft nicht zu,[2] Realschulempfehlung,[2] Nein,[5] Weniger als ein Viertel,[2] gut,175.0,1990.0,[4] Auf dem Land,4,4,3,[5] 5 auf Skala 1-7,[6] 6 auf Skala 1-7,"[7] 7 Trifft voll zu, (Skala 1-7)",[6] 6 auf Skala 1-7,[3] Nicht so stark,[6] 6 Zufrieden: Skala 0-Niedrig bis 10-Hoch,[2] weiblich,1990.0,[1] A 1984 Ausgangs-Sample (West),[1] kein Migrationshintergrund,[5] Nordrhein-Westfalen,-2.0,[3] Fachoberschule,[4] Abitur,"[27] FS,Techn.-o.Meisters","[32] Hochsch.,Universit.",[2] Evangelisch,[2] Evangelisch,[5] (IVa) Small Self-Employed with Employees,15.0,[530] mit qualifizierter Taetigkeit,17.0,1,2000.0,0,4,5,13,0.1760774357000334,-0.2594030460355856
